gender,age,senior_citizen,married,dependents,number_of_dependents,referred_a_friend,number_of_referrals,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,satisfaction_score,tenure_in_months,churn_label
Male,76,Yes,No,No,0,No,0,None,Yes,49.9,No,Yes,30,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5,13,No
Male,70,Yes,Yes,Yes,1,Yes,7,None,Yes,11.74,Yes,Yes,12,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,3,34,No
Female,75,Yes,Yes,Yes,1,Yes,8,None,Yes,28.25,No,Yes,15,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,3,57,No
Female,69,Yes,No,No,0,No,0,None,Yes,19.52,Yes,Yes,3,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,4,62,No
Male,80,Yes,No,No,0,No,0,Offer D,Yes,26.84,No,Yes,15,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,5,11,No
Male,72,Yes,No,No,0,No,0,None,Yes,10.2,Yes,Yes,29,Yes,Yes,No,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,3,60,No
Female,79,Yes,Yes,No,0,Yes,1,None,Yes,36.58,Yes,Yes,23,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,3,50,No
Female,66,Yes,No,No,0,No,0,None,Yes,47.46,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,5,51,No
Female,70,Yes,Yes,Yes,1,Yes,1,Offer D,No,0,No,Yes,14,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,4,12,No
Male,68,Yes,No,No,0,No,0,None,Yes,26.11,Yes,Yes,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,63,No
Female,77,Yes,Yes,No,0,Yes,1,None,Yes,25.35,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,4,37,No
Female,80,Yes,No,No,0,No,0,None,Yes,39.01,No,Yes,28,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5,8,No
Female,75,Yes,No,No,0,No,0,None,Yes,16.74,No,Yes,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,3,53,No
Male,69,Yes,Yes,Yes,1,Yes,9,None,Yes,37.09,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,3,64,No
Female,69,Yes,No,No,0,No,0,None,Yes,22.34,No,Yes,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5,1,No
Female,72,Yes,No,No,0,No,0,None,Yes,23.4,Yes,Yes,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,3,69,No
Female,67,Yes,Yes,Yes,1,Yes,6,None,Yes,39.38,Yes,Yes,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,4,66,No
Male,69,Yes,No,No,0,No,0,Offer E,Yes,19.74,No,Yes,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,3,6,No
Male,66,Yes,Yes,No,0,Yes,10,None,Yes,44.9,Yes,Yes,20,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,3,67,No
Male,70,Yes,Yes,No,0,Yes,3,Offer D,Yes,31.53,No,Yes,20,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,23,No
Female,77,Yes,Yes,No,0,Yes,6,None,Yes,9.13,No,Yes,18,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Mailed Check,3,39,No
Female,71,Yes,No,No,0,No,0,None,Yes,33.74,No,Yes,7,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,3,26,No
Female,70,Yes,Yes,No,0,Yes,3,None,No,0,No,Yes,22,No,Yes,No,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,3,60,No
Male,77,Yes,Yes,No,0,Yes,4,None,Yes,9.39,Yes,Yes,22,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,3,45,No
Male,69,Yes,No,No,0,No,0,Offer E,Yes,6.18,No,Yes,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4,4,No
Female,75,Yes,Yes,Yes,1,Yes,3,None,Yes,16.15,Yes,Yes,26,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,3,59,No
Male,78,Yes,No,No,0,No,0,None,Yes,26.19,Yes,Yes,19,Yes,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,3,35,No
Female,68,Yes,Yes,No,0,Yes,3,None,Yes,23.94,No,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,4,54,No
Female,68,Yes,No,No,0,No,0,None,Yes,10.45,Yes,Yes,20,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,3,66,No
Female,66,Yes,No,No,0,No,0,None,Yes,27,Yes,Yes,30,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,4,42,No
Female,78,Yes,No,No,0,No,0,Offer D,Yes,21.09,No,Yes,18,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,4,18,No
Female,72,Yes,No,No,0,No,0,Offer E,Yes,36.27,No,Yes,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,4,5,No
Male,79,Yes,Yes,No,0,Yes,6,None,Yes,44.1,Yes,Yes,22,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4,33,No
Male,73,Yes,Yes,No,0,Yes,10,None,Yes,35.16,Yes,Yes,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,5,54,No
Male,67,Yes,Yes,No,0,No,0,None,Yes,38.48,Yes,Yes,13,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,5,54,No
Male,73,Yes,Yes,No,0,Yes,2,None,Yes,8.3,Yes,Yes,14,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,3,69,No
Male,72,Yes,Yes,No,0,Yes,7,None,Yes,41.11,Yes,Yes,14,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,3,27,No
Female,72,Yes,Yes,No,0,Yes,10,Offer C,No,0,No,Yes,21,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Credit Card,3,31,No
Female,68,Yes,No,No,0,No,0,None,Yes,48.43,Yes,Yes,28,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,4,67,No
Female,75,Yes,No,No,0,No,0,None,Yes,29.6,Yes,Yes,3,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,4,55,No
Male,76,Yes,Yes,No,0,Yes,4,Offer B,No,0,No,Yes,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,54,No
Female,68,Yes,No,No,0,No,0,Offer E,Yes,31.74,Yes,Yes,25,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,4,2,No
Male,65,Yes,No,No,0,No,0,None,Yes,34.23,No,Yes,11,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4,67,No
Male,76,Yes,Yes,No,0,Yes,9,Offer B,Yes,8.59,Yes,Yes,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5,65,No
Female,74,Yes,Yes,No,0,No,0,Offer C,Yes,11.32,Yes,Yes,16,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,5,36,No
Male,79,Yes,No,No,0,No,0,Offer B,Yes,5.14,No,Yes,6,No,No,Yes,Yes,No,Yes,No,Yes,One Year,No,Bank Withdrawal,4,54,No
Female,74,Yes,No,No,0,No,0,Offer B,Yes,48.92,Yes,Yes,11,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,4,60,No
Female,71,Yes,No,No,0,No,0,Offer B,Yes,15.62,Yes,Yes,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,3,63,No
Male,70,Yes,Yes,No,0,Yes,9,Offer E,Yes,34.99,No,Yes,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,4,2,No
Male,77,Yes,Yes,No,0,Yes,7,None,Yes,14.76,Yes,Yes,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,3,69,No
Male,71,Yes,Yes,Yes,1,Yes,1,Offer B,Yes,18.43,Yes,Yes,10,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,3,58,No
Male,77,Yes,Yes,Yes,2,No,0,None,Yes,3.27,Yes,Yes,10,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,3,66,No
Male,71,Yes,Yes,No,0,Yes,1,Offer B,No,0,No,Yes,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,4,51,No
Male,69,Yes,No,No,0,No,0,Offer B,Yes,25.23,Yes,Yes,23,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,3,50,No
Male,67,Yes,Yes,No,0,Yes,1,None,Yes,17.71,Yes,Yes,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,3,72,No
Male,76,Yes,Yes,No,0,Yes,2,Offer B,No,0,No,Yes,7,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,3,63,No
Female,77,Yes,No,No,0,No,0,Offer D,Yes,37.53,No,No,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,4,18,No
Male,67,Yes,Yes,No,0,Yes,8,Offer C,Yes,24.35,Yes,Yes,15,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,28,No
Female,72,Yes,No,No,0,No,0,Offer B,Yes,34.58,No,Yes,28,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,4,53,No
Male,79,Yes,Yes,No,0,Yes,9,None,No,0,No,Yes,28,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,3,68,No
Female,66,Yes,No,No,0,No,0,Offer E,Yes,40,Yes,Yes,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5,9,No
Female,68,Yes,No,No,0,No,0,Offer B,Yes,45.43,Yes,Yes,2,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,5,54,No
Male,78,Yes,No,No,0,No,0,Offer B,Yes,19.2,Yes,Yes,18,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,64,No
Male,76,Yes,Yes,No,0,Yes,5,None,Yes,27.74,Yes,Yes,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,4,72,No
Female,72,Yes,Yes,No,0,Yes,5,None,Yes,47.4,Yes,Yes,28,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,3,72,No
Male,68,Yes,No,No,0,No,0,Offer D,Yes,39.52,No,Yes,17,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,4,16,No
Female,80,Yes,Yes,No,0,Yes,3,Offer E,Yes,39.51,No,Yes,17,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,5,3,No
Female,76,Yes,Yes,No,0,Yes,5,Offer C,Yes,3.43,Yes,Yes,21,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,5,27,No
Female,78,Yes,No,No,0,No,0,Offer C,Yes,31.64,Yes,Yes,7,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,4,35,No
Female,74,Yes,No,No,0,No,0,Offer E,Yes,19.09,No,Yes,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,5,2,No
Female,70,Yes,Yes,No,0,Yes,9,None,Yes,8.48,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,3,72,No
Male,66,Yes,No,No,0,No,0,None,Yes,19.67,Yes,Yes,28,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,68,No
Female,67,Yes,Yes,No,0,Yes,8,None,Yes,38.47,Yes,Yes,20,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,3,67,No
Female,68,Yes,Yes,No,0,Yes,5,None,No,0,No,Yes,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,4,13,No
Male,65,Yes,Yes,No,0,Yes,8,None,Yes,22.38,No,Yes,14,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,22,No
Male,76,Yes,Yes,No,0,Yes,7,Offer B,Yes,2.21,Yes,Yes,10,Yes,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,4,51,No
Male,74,Yes,Yes,Yes,3,Yes,1,None,Yes,46.11,Yes,Yes,20,No,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,4,71,No
Male,72,Yes,No,No,0,No,0,Offer B,Yes,9.1,Yes,Yes,16,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,4,57,No
Female,69,Yes,Yes,No,0,Yes,9,Offer B,Yes,24.62,No,Yes,29,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,4,62,No
Female,72,Yes,Yes,No,0,Yes,1,None,Yes,33.74,Yes,Yes,24,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,4,70,No
Female,80,Yes,No,No,0,No,0,None,Yes,4.14,No,Yes,20,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,4,45,No
Female,77,Yes,Yes,No,0,Yes,1,None,Yes,23.05,Yes,Yes,30,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,5,57,No
Female,65,Yes,No,No,0,No,0,None,Yes,1.27,Yes,Yes,3,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,4,18,No
Male,69,Yes,No,No,0,No,0,Offer E,Yes,48.32,No,Yes,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5,6,No
Male,71,Yes,No,No,0,No,0,None,Yes,40.38,No,Yes,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,5,1,No
Female,68,Yes,No,No,0,No,0,Offer A,Yes,3.91,Yes,Yes,12,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,4,71,No
Male,69,Yes,No,No,0,No,0,None,Yes,4.14,No,Yes,21,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,4,51,No
Female,75,Yes,Yes,No,0,Yes,1,None,Yes,26.82,Yes,Yes,18,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,4,56,No
Female,77,Yes,No,No,0,No,0,None,No,0,No,Yes,21,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,5,64,No
Male,66,Yes,No,No,0,No,0,Offer A,Yes,10.48,No,No,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,5,68,No
Male,79,Yes,No,No,0,No,0,Offer A,Yes,28.88,Yes,Yes,11,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,3,67,No
Female,66,Yes,Yes,No,0,Yes,3,None,Yes,22.89,Yes,Yes,12,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,42,No
Female,77,Yes,Yes,No,0,Yes,1,None,Yes,33.75,Yes,Yes,29,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,3,61,No
Female,77,Yes,Yes,No,0,Yes,1,None,Yes,47.64,No,Yes,25,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,3,53,No
Female,72,Yes,No,No,0,No,0,Offer C,Yes,10.73,Yes,Yes,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,3,35,No
Male,78,Yes,Yes,No,0,Yes,8,Offer A,No,0,No,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,3,72,No
Male,80,Yes,Yes,No,0,Yes,4,Offer C,Yes,29.66,No,Yes,29,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,5,34,No
Female,77,Yes,Yes,No,0,Yes,2,None,Yes,18.14,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,4,63,No
Female,75,Yes,No,No,0,No,0,None,No,0,No,Yes,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,5,6,No
Male,67,Yes,Yes,No,0,Yes,2,None,Yes,9.08,Yes,Yes,23,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,4,55,No
Male,37,No,No,No,0,No,0,None,Yes,10.47,No,Yes,21,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,1,2,Yes
Female,19,No,No,Yes,2,No,0,None,Yes,9.12,No,Yes,51,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2,2,Yes
Female,31,No,No,Yes,2,No,0,None,Yes,12.15,Yes,Yes,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,8,Yes
Female,23,No,Yes,Yes,3,No,0,Offer C,Yes,4.89,Yes,Yes,47,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,28,Yes
Male,38,No,No,Yes,1,No,0,None,Yes,44.33,Yes,Yes,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1,49,Yes
Female,21,No,Yes,No,0,Yes,6,None,Yes,9.41,No,Yes,69,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,1,10,Yes
Male,29,No,No,No,0,No,0,None,Yes,33.58,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,1,1,Yes
Male,61,No,Yes,Yes,1,Yes,1,None,Yes,31.35,Yes,Yes,16,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1,47,Yes
Male,27,No,Yes,No,0,Yes,1,None,No,0,No,Yes,58,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1,1,Yes
Female,20,No,No,No,0,No,0,None,Yes,40.55,No,Yes,41,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,1,17,Yes
Male,56,No,No,Yes,3,No,0,None,Yes,12.6,No,Yes,58,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1,5,Yes
Male,51,No,No,Yes,1,No,0,Offer C,Yes,21.69,Yes,Yes,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2,34,Yes
Female,48,No,No,Yes,2,No,0,None,Yes,27.57,Yes,Yes,18,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,11,Yes
Female,32,No,No,Yes,2,No,0,None,Yes,5.85,No,Yes,19,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,2,Yes
Female,34,No,No,Yes,1,No,0,None,Yes,3.96,No,Yes,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,1,15,Yes
Female,41,No,No,Yes,2,No,0,None,Yes,27.21,Yes,Yes,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,3,9,Yes
Female,32,No,No,Yes,3,No,0,None,Yes,13.13,No,Yes,57,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1,1,Yes
Female,34,No,Yes,Yes,5,Yes,1,None,Yes,8.69,No,Yes,53,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1,7,Yes
Female,34,No,No,Yes,3,No,0,None,Yes,25.34,Yes,Yes,56,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,12,Yes
Male,30,No,No,No,0,No,0,Offer E,Yes,34.26,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,3,5,Yes
Male,26,No,Yes,No,0,Yes,4,Offer A,Yes,14.79,Yes,Yes,47,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,2,68,Yes
Male,37,No,Yes,Yes,1,No,0,None,Yes,49.06,Yes,Yes,27,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1,55,Yes
Female,62,No,Yes,Yes,2,Yes,1,None,Yes,24.48,Yes,Yes,30,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2,10,Yes
Male,21,No,No,Yes,2,No,0,Offer E,Yes,14.6,Yes,Yes,71,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1,3,Yes
Female,27,No,Yes,No,0,Yes,6,Offer C,No,0,No,Yes,48,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,1,25,Yes
Male,64,No,No,No,0,No,0,Offer E,No,0,No,Yes,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,1,Yes
Male,45,No,No,No,0,No,0,Offer E,Yes,46.84,No,Yes,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,3,2,Yes
Female,53,No,No,No,0,No,0,Offer E,Yes,48.14,Yes,Yes,18,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1,8,Yes
Male,63,No,No,No,0,No,0,Offer E,Yes,14.12,No,Yes,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1,1,Yes
Male,32,No,No,Yes,4,No,0,Offer E,Yes,20.52,Yes,Yes,28,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,1,7,Yes
Female,26,No,Yes,Yes,1,Yes,5,None,Yes,36.6,Yes,Yes,51,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1,20,Yes
Female,42,No,No,Yes,1,No,0,Offer E,Yes,33.5,No,Yes,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1,4,Yes
Female,26,No,Yes,Yes,3,Yes,1,Offer E,Yes,11.51,Yes,Yes,53,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,2,Yes
Female,24,No,Yes,No,0,Yes,5,None,Yes,40.62,No,Yes,73,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1,53,Yes
Female,54,No,No,No,0,No,0,Offer E,No,0,No,Yes,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1,1,Yes
Male,51,No,No,Yes,2,No,0,Offer E,Yes,25.73,Yes,Yes,19,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,2,8,Yes
Female,48,No,No,Yes,3,No,0,None,Yes,33.54,No,Yes,76,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1,13,Yes
Female,29,No,Yes,No,0,Yes,4,Offer E,No,0,No,Yes,29,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1,1,Yes
Male,39,No,Yes,Yes,2,Yes,5,None,Yes,42.08,No,Yes,29,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2,6,Yes
Male,62,No,No,Yes,3,No,0,None,Yes,23.2,No,Yes,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,2,1,Yes
Female,43,No,No,Yes,1,No,0,None,Yes,28.35,No,Yes,19,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1,19,Yes
Male,19,No,No,No,0,No,0,None,Yes,49.81,No,Yes,41,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,3,2,Yes
Female,39,No,No,Yes,2,No,0,None,Yes,29.4,No,Yes,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2,4,Yes
Male,50,No,Yes,No,0,Yes,2,None,Yes,9.67,No,Yes,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,2,4,Yes
Female,22,No,Yes,No,0,No,0,None,Yes,35.6,No,Yes,58,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,2,1,Yes
Male,40,No,No,Yes,1,No,0,None,Yes,26.85,No,Yes,11,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,2,1,Yes
Male,22,No,No,No,0,No,0,None,Yes,44.31,Yes,Yes,73,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,3,2,Yes
Male,37,No,No,No,0,No,0,None,Yes,11.35,No,Yes,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,1,1,Yes
Female,47,No,Yes,No,0,Yes,1,None,Yes,46.23,No,Yes,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1,2,Yes
Female,41,No,Yes,No,0,Yes,3,Offer E,Yes,30.19,No,Yes,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,2,2,Yes
Male,51,No,No,No,0,No,0,None,Yes,26.63,No,No,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,3,59,Yes
Male,60,No,No,No,0,No,0,Offer E,No,0,No,Yes,29,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,2,1,Yes
Male,30,No,No,No,0,No,0,Offer E,Yes,44.59,No,Yes,41,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,2,1,Yes
Male,51,No,Yes,No,0,Yes,1,Offer E,Yes,42.29,Yes,Yes,16,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3,5,Yes
Female,20,No,Yes,No,0,Yes,6,None,Yes,10.59,Yes,Yes,48,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2,52,Yes
